sex,race,age,partyid,relig,numgiven,close12,close13,close14,close15,close23,close24,close25,close34,close35,close45,sex1,sex2,sex3,sex4,sex5,race1,race2,race3,race4,race5,educ1,educ2,educ3,educ4,educ5,age1,age2,age3,age4,age5,relig1,relig2,relig3,relig4,relig5
female,white,78,strong democrat,protestant,4,1,1,1,NA,1,1,NA,1,NA,NA,1,0,0,1,NA,0,0,0,0,NA,1,Bachelors,Grad,Bachelors,NA,72,74,55,60,NA,protestant,protestant,protestant,protestant,NA
female,white,58,strong democrat,protestant,5,1,1,1,0,1,2,2,1,0,1,0,1,1,1,1,0,0,0,0,0,0,Grad,Grad,Grad,Grad,62,25,60,58,58,none,protestant,protestant,catholic,protestant
male,white,45,not str democrat,protestant,6,2,2,2,2,1,1,1,2,2,2,1,0,0,1,1,0,0,0,0,0,1,Grad,Grad,h.s. grad,Bachelors,39,43,80,55,46,protestant,protestant,jewish,none,none
male,black,43,"ind,near dem",protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,42,other party,other,5,2,2,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,Bachelors,Bachelors,Bachelors,Bachelors,39,50,55,40,42,other,protestant,NA,catholic,protestant
female,other,40,strong democrat,catholic,4,0,0,2,NA,0,2,NA,2,NA,NA,1,1,1,0,NA,4,4,4,1,NA,1,NA,h.s. grad,Grad,NA,36,26,35,NA,NA,other,NA,NA,NA,NA
female,white,21,not str republican,protestant,3,1,1,NA,NA,2,NA,NA,NA,NA,NA,0,1,0,NA,NA,0,0,2,NA,NA,0,h.s. grad,Some College,NA,NA,22,20,20,NA,NA,protestant,catholic,catholic,NA,NA
female,white,28,strong democrat,protestant,4,1,1,1,NA,2,2,NA,1,NA,NA,0,1,1,0,NA,0,0,0,0,NA,0,Bachelors,Some College,Grad,NA,30,33,58,63,NA,catholic,protestant,protestant,protestant,NA
female,white,75,strong republican,protestant,5,2,2,2,1,2,2,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,Some College,Some College,Some College,h.s. grad,50,44,68,70,65,protestant,protestant,protestant,protestant,protestant
male,other,30,independent,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,30,NA,NA,NA,NA,none,NA,NA,NA,NA
male,black,40,strong democrat,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,Less than high school,NA,NA,NA,44,56,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,48,strong republican,protestant,6,1,1,1,2,1,0,NA,0,0,1,1,1,1,0,1,0,0,0,0,0,1,Some College,Some College,Bachelors,Some College,75,50,37,49,45,protestant,none,protestant,protestant,protestant
female,white,28,strong democrat,none,4,1,0,0,NA,1,1,NA,2,NA,NA,1,0,1,1,NA,0,0,0,0,NA,1,Grad,Bachelors,Bachelors,NA,54,56,27,27,NA,protestant,none,protestant,protestant,NA
female,white,28,not str republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,29,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,56,"ind,near dem",protestant,4,0,1,0,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,0,0,0,0,NA,1,Grad,Grad,Some College,NA,50,49,40,54,NA,protestant,catholic,protestant,protestant,NA
male,white,51,"ind,near rep",protestant,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Bachelors,Bachelors,Grad,Grad,54,56,50,51,38,protestant,protestant,protestant,protestant,protestant
female,white,63,strong democrat,jewish,3,1,2,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Some College,Some College,NA,NA,71,65,64,NA,NA,jewish,jewish,jewish,NA,NA
male,white,71,other party,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,27,"ind,near rep",protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Less than high school,Less than high school,NA,NA,30,26,46,NA,NA,protestant,protestant,protestant,NA,NA
female,white,27,"ind,near dem",protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,54,NA,NA,NA,NA,other,NA,NA,NA,NA
female,other,39,"ind,near rep",christian,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,36,NA,NA,NA,NA,other,NA,NA,NA,NA
male,white,43,"ind,near rep",catholic,3,1,1,NA,NA,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,h.s. grad,Grad,NA,NA,39,39,57,NA,NA,catholic,catholic,NA,NA,NA
female,white,50,independent,protestant,4,1,2,2,NA,1,1,NA,2,NA,NA,1,1,0,0,NA,0,0,0,0,NA,1,Some College,Some College,h.s. grad,NA,52,25,75,83,NA,protestant,protestant,protestant,protestant,NA
male,other,23,strong democrat,catholic,4,2,2,2,NA,2,2,NA,1,NA,NA,1,1,0,0,NA,2,2,2,2,NA,1,Bachelors,Bachelors,Grad,NA,24,45,50,45,NA,catholic,catholic,none,catholic,NA
male,white,76,strong republican,protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,h.s. grad,NA,NA,NA,73,66,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,49,strong republican,catholic,6,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Grad,Grad,Grad,Grad,52,28,50,58,47,protestant,protestant,protestant,catholic,protestant
male,white,31,strong republican,protestant,5,1,0,0,0,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,h.s. grad,Grad,Bachelors,Bachelors,31,28,49,55,33,none,other,protestant,protestant,protestant
male,white,51,strong democrat,protestant,5,1,1,1,1,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,1,h.s. grad,Some College,h.s. grad,Bachelors,44,56,55,61,49,protestant,protestant,protestant,none,protestant
male,black,23,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,49,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,27,strong democrat,christian,5,2,1,2,2,0,2,2,0,0,2,1,0,0,0,1,0,0,0,0,0,1,Grad,Bachelors,Grad,Some College,27,53,32,83,78,none,protestant,protestant,protestant,protestant
female,white,30,"ind,near rep",protestant,4,1,1,1,NA,2,2,NA,0,NA,NA,0,1,0,1,NA,0,0,0,0,NA,0,Some College,Bachelors,Bachelors,NA,30,51,52,31,NA,protestant,protestant,protestant,protestant,NA
female,white,55,not str republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,40,"ind,near rep",protestant,4,2,2,1,NA,1,1,NA,2,NA,NA,0,1,1,0,NA,0,0,0,0,NA,0,Less than high school,Less than high school,h.s. grad,NA,43,37,17,21,NA,protestant,protestant,protestant,protestant,NA
female,white,49,other party,other,6,0,1,1,1,0,0,0,2,1,1,0,1,1,0,1,0,0,0,0,0,0,Grad,h.s. grad,Less than high school,h.s. grad,26,30,35,38,45,protestant,protestant,protestant,protestant,protestant
female,white,38,strong republican,protestant,5,2,2,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Some College,h.s. grad,Bachelors,h.s. grad,38,58,54,40,75,protestant,protestant,protestant,none,protestant
female,white,33,independent,protestant,4,2,2,2,NA,2,2,NA,2,NA,NA,0,0,1,1,NA,0,0,0,0,NA,0,h.s. grad,h.s. grad,h.s. grad,NA,30,57,54,43,NA,protestant,protestant,protestant,protestant,NA
female,white,60,strong democrat,protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Less than high school,h.s. grad,NA,NA,70,41,18,NA,NA,protestant,catholic,protestant,NA,NA
female,white,33,not str democrat,protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,h.s. grad,Bachelors,NA,NA,48,68,21,NA,NA,protestant,protestant,protestant,NA,NA
male,black,48,not str democrat,none,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,1,1,NA,NA,NA,0,Some College,NA,NA,NA,52,47,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,36,strong democrat,none,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,2,0,NA,NA,NA,0,Some College,NA,NA,NA,38,57,NA,NA,NA,catholic,catholic,NA,NA,NA
female,white,36,independent,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,24,NA,NA,NA,NA,catholic,NA,NA,NA,NA
female,white,47,not str republican,catholic,5,1,1,0,2,2,2,0,2,0,0,1,1,1,1,1,0,0,2,2,2,1,Some College,Some College,h.s. grad,h.s. grad,70,33,55,57,47,protestant,catholic,catholic,catholic,catholic
female,white,27,strong democrat,catholic,4,1,0,2,NA,2,0,NA,0,NA,NA,0,0,0,1,NA,0,2,2,2,NA,0,NA,Some College,NA,NA,29,50,30,70,NA,catholic,catholic,NA,catholic,NA
female,white,27,independent,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,25,NA,NA,NA,NA,catholic,NA,NA,NA,NA
female,white,62,strong democrat,catholic,5,2,2,0,2,2,0,2,0,2,2,0,0,0,0,0,2,2,2,1,2,0,Some College,Bachelors,Bachelors,Less than high school,56,52,56,40,63,catholic,protestant,catholic,NA,catholic
male,white,52,"ind,near dem",catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,47,NA,NA,NA,NA,catholic,NA,NA,NA,NA
female,white,61,"ind,near dem",catholic,4,2,2,2,NA,2,2,NA,2,NA,NA,0,1,1,1,NA,2,2,2,2,NA,0,Some College,h.s. grad,h.s. grad,NA,64,32,36,42,NA,catholic,catholic,catholic,catholic,NA
female,white,35,"ind,near rep",catholic,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,NA,NA,2,2,2,NA,NA,0,Less than high school,Some College,NA,NA,NA,50,42,NA,NA,catholic,catholic,protestant,NA,NA
male,white,29,not str republican,none,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Less than high school,NA,NA,NA,26,61,NA,NA,NA,catholic,none,NA,NA,NA
female,white,57,independent,protestant,4,2,2,1,NA,2,1,NA,1,NA,NA,0,0,1,0,NA,0,0,0,0,NA,0,Grad,Grad,Bachelors,NA,56,34,30,50,NA,protestant,protestant,protestant,protestant,NA
male,black,23,"ind,near dem",protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,1,NA,NA,NA,0,h.s. grad,NA,NA,NA,20,24,NA,NA,NA,NA,protestant,NA,NA,NA
female,white,68,strong republican,protestant,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,Less than high school,Grad,NA,NA,38,65,49,NA,NA,protestant,protestant,protestant,NA,NA
male,other,43,"ind,near dem",protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,38,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,74,independent,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,h.s. grad,NA,NA,NA,71,75,NA,NA,NA,protestant,protestant,NA,NA,NA
male,white,59,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,45,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,56,not str republican,protestant,4,2,1,1,NA,1,1,NA,2,NA,NA,0,1,1,1,NA,0,0,0,0,NA,0,Some College,Some College,h.s. grad,NA,59,56,55,60,NA,protestant,protestant,protestant,protestant,NA
male,white,51,"ind,near dem",protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,46,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,78,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,59,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,49,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,36,not str republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,21,not str republican,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,24,"ind,near rep",christian,4,2,2,1,NA,2,0,NA,0,NA,NA,0,1,0,1,NA,0,0,0,0,NA,0,h.s. grad,h.s. grad,h.s. grad,NA,25,50,54,25,NA,other,other,other,other,NA
female,white,27,independent,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,22,NA,NA,NA,NA,catholic,NA,NA,NA,NA
male,white,34,strong republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,31,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,black,43,not str republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,30,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,50,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,black,50,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,57,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,56,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,35,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,63,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,21,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,37,independent,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,34,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,79,strong republican,catholic,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,Some College,NA,NA,NA,58,58,NA,NA,NA,catholic,catholic,NA,NA,NA
male,white,63,not str democrat,catholic,6,2,2,0,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,Some College,h.s. grad,h.s. grad,Bachelors,59,32,34,NA,70,catholic,catholic,catholic,NA,catholic
female,white,32,not str democrat,protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,Bachelors,Some College,NA,NA,54,31,34,NA,NA,protestant,protestant,protestant,NA,NA
male,white,30,strong republican,protestant,6,1,2,1,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,h.s. grad,Some College,Bachelors,Some College,41,37,34,62,35,protestant,protestant,protestant,protestant,protestant
male,white,23,not str republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,51,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,black,30,"ind,near dem",protestant,5,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,Bachelors,Bachelors,Bachelors,Grad,28,25,32,27,56,protestant,protestant,protestant,protestant,protestant
female,black,42,independent,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,65,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,black,47,strong democrat,protestant,5,1,1,0,1,2,1,2,1,2,1,1,1,1,0,0,1,1,1,1,1,1,Less than high school,h.s. grad,Some College,h.s. grad,65,65,29,59,24,protestant,protestant,protestant,protestant,protestant
female,black,56,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,58,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,black,52,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,51,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,53,strong republican,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,h.s. grad,NA,NA,NA,52,53,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,66,strong democrat,none,3,1,1,NA,NA,2,NA,NA,NA,NA,NA,1,1,0,NA,NA,0,0,0,NA,NA,1,Some College,Some College,NA,NA,67,91,85,NA,NA,none,protestant,none,NA,NA
female,white,48,strong democrat,none,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,h.s. grad,NA,NA,NA,41,54,NA,NA,NA,none,none,NA,NA,NA
female,white,55,"ind,near dem",NA,4,1,1,1,NA,2,2,NA,2,NA,NA,1,1,0,0,NA,0,0,0,0,NA,1,Grad,h.s. grad,h.s. grad,NA,77,34,50,22,NA,catholic,none,protestant,none,NA
female,white,72,not str republican,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,21,not str republican,none,3,2,0,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,Some College,Some College,NA,NA,20,22,25,NA,NA,protestant,NA,NA,NA,NA
female,white,57,not str republican,protestant,3,1,1,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,0,0,NA,NA,1,Some College,Some College,NA,NA,48,45,45,NA,NA,other,other,other,NA,NA
female,white,24,not str democrat,protestant,4,1,1,1,NA,0,1,NA,1,NA,NA,1,1,1,1,NA,0,0,0,0,NA,1,Some College,Some College,Some College,NA,24,23,26,27,NA,none,none,protestant,protestant,NA
male,white,64,strong democrat,catholic,5,1,1,1,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,h.s. grad,Less than high school,Grad,Grad,64,67,92,54,63,other,other,none,protestant,catholic
female,white,42,"ind,near rep",protestant,4,2,1,2,NA,2,0,NA,0,NA,NA,0,0,1,0,NA,0,0,0,0,NA,0,h.s. grad,h.s. grad,Bachelors,NA,49,42,40,72,NA,protestant,catholic,catholic,protestant,NA
female,white,36,strong republican,protestant,4,2,1,1,NA,1,1,NA,0,NA,NA,0,1,1,1,NA,0,0,0,0,NA,0,Some College,h.s. grad,h.s. grad,NA,38,59,24,52,NA,protestant,protestant,protestant,protestant,NA
male,white,61,strong republican,protestant,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,Less than high school,h.s. grad,NA,NA,57,86,62,NA,NA,protestant,protestant,protestant,NA,NA
male,white,29,not str republican,christian,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,20,strong republican,inter-nondenominational,4,2,2,1,NA,2,2,NA,1,NA,NA,1,1,1,0,NA,0,2,0,0,NA,1,Some College,h.s. grad,Some College,NA,18,19,46,18,NA,catholic,other,protestant,protestant,NA
male,white,30,strong republican,protestant,6,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,4,0,0,0,Some College,Some College,Bachelors,h.s. grad,29,24,44,44,20,catholic,other,protestant,other,protestant
female,white,63,not str republican,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,44,66,NA,NA,NA,protestant,protestant,NA,NA,NA
male,white,38,strong republican,inter-nondenominational,4,1,1,2,NA,1,1,NA,0,NA,NA,0,1,0,1,NA,0,0,0,0,NA,0,Some College,Grad,Bachelors,NA,37,39,32,35,NA,catholic,other,protestant,catholic,NA
male,white,70,"ind,near rep",protestant,3,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,Some College,Some College,NA,NA,73,70,50,NA,NA,protestant,protestant,protestant,NA,NA
male,white,75,not str republican,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,Bachelors,NA,NA,NA,43,75,NA,NA,NA,protestant,protestant,NA,NA,NA
male,white,47,strong republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,43,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,44,strong republican,protestant,3,1,2,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,h.s. grad,Some College,NA,NA,46,50,71,NA,NA,protestant,protestant,protestant,NA,NA
female,white,58,strong republican,protestant,5,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Some College,h.s. grad,Bachelors,Some College,47,36,33,31,35,protestant,none,protestant,protestant,protestant
female,white,32,not str democrat,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,48,strong democrat,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Grad,NA,NA,NA,42,50,NA,NA,NA,none,protestant,NA,NA,NA
female,white,26,independent,catholic,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,h.s. grad,NA,NA,NA,27,27,NA,NA,NA,protestant,catholic,NA,NA,NA
male,white,36,strong republican,catholic,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,h.s. grad,NA,NA,NA,26,28,NA,NA,NA,none,none,NA,NA,NA
male,white,47,"ind,near rep",protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,67,NA,NA,NA,NA,none,NA,NA,NA,NA
male,white,49,independent,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,Some College,NA,NA,NA,40,50,NA,NA,NA,NA,other,NA,NA,NA
male,white,23,"ind,near dem",christian,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Bachelors,NA,NA,NA,22,52,NA,NA,NA,other,other,NA,NA,NA
female,white,75,"ind,near rep",protestant,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,0,NA,NA,0,0,0,NA,NA,1,Some College,Bachelors,NA,NA,68,78,79,NA,NA,none,catholic,protestant,NA,NA
female,white,71,NA,protestant,6,2,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,h.s. grad,Some College,Bachelors,h.s. grad,48,47,47,71,47,catholic,protestant,protestant,protestant,protestant
male,other,31,"ind,near dem",christian,3,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,NA,NA,1,2,2,NA,NA,1,Some College,Less than high school,NA,NA,30,28,61,NA,NA,other,other,catholic,NA,NA
male,white,48,strong democrat,protestant,4,2,2,1,NA,2,2,NA,2,NA,NA,0,1,1,0,NA,0,0,0,0,NA,0,h.s. grad,h.s. grad,Some College,NA,72,68,46,47,NA,none,none,none,none,NA
female,white,40,not str republican,protestant,6,2,0,2,2,1,0,1,2,1,1,1,0,1,1,1,0,0,0,0,0,1,h.s. grad,Some College,Some College,Some College,59,61,43,37,33,protestant,protestant,NA,protestant,protestant
male,white,28,strong republican,protestant,4,1,1,1,NA,1,2,NA,1,NA,NA,1,1,0,0,NA,0,0,4,0,NA,1,Grad,Some College,Some College,NA,23,55,27,24,NA,protestant,protestant,protestant,protestant,NA
female,white,51,not str democrat,protestant,6,1,0,0,1,2,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,Some College,Less than high school,h.s. grad,h.s. grad,40,55,68,50,50,NA,protestant,protestant,NA,NA
male,white,45,not str republican,catholic,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,Some College,Bachelors,NA,NA,43,21,22,NA,NA,catholic,catholic,catholic,NA,NA
male,white,30,"ind,near dem",orthodox-christian,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,71,"ind,near rep",protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,h.s. grad,NA,NA,NA,72,36,NA,NA,NA,protestant,none,NA,NA,NA
